0x000020 space
0x10028a0 braille_dots_68
0x10028a1 braille_dots_168
0x10028a2 braille_dots_268
0x10028a3 braille_dots_1268
0x10028a4 braille_dots_368
0x10028a5 braille_dots_1368
0x10028a6 braille_dots_2368
0x10028a7 braille_dots_12368
0x10028a8 braille_dots_468
0x10028a9 braille_dots_1468
0x10028aa braille_dots_2468
0x10028ab braille_dots_12468
0x10028ac braille_dots_3468
0x10028ad braille_dots_13468
0x10028ae braille_dots_23468
0x10028af braille_dots_123468
0x10028b0 braille_dots_568
0x10028b1 braille_dots_1568
0x10028b2 braille_dots_2568
0x10028b3 braille_dots_12568
0x10028b4 braille_dots_3568
0x10028b5 braille_dots_13568
0x10028b6 braille_dots_23568
0x10028b7 braille_dots_123568
0x10028b8 braille_dots_4568
0x10028b9 braille_dots_14568
0x10028ba braille_dots_24568
0x10028bb braille_dots_124568
0x10028bc braille_dots_34568
0x10028bd braille_dots_134568
0x10028be braille_dots_234568
0x10028bf braille_dots_1234568
0x10028c0 braille_dots_78
0x10028c1 braille_dots_178
0x10028c2 braille_dots_278
0x10028c3 braille_dots_1278
0x10028c4 braille_dots_378
0x10028c5 braille_dots_1378
0x10028c6 braille_dots_2378
0x10028c7 braille_dots_12378
0x10028c8 braille_dots_478
0x10028c9 braille_dots_1478
0x10028ca braille_dots_2478
0x10028cb braille_dots_12478
0x10028cc braille_dots_3478
0x10028cd braille_dots_13478
0x10028ce braille_dots_23478
0x10028cf braille_dots_123478
0x10028d0 braille_dots_578
0x10028d1 braille_dots_1578
0x10028d2 braille_dots_2578
0x10028d3 braille_dots_12578
0x10028d4 braille_dots_3578
0x10028d5 braille_dots_13578
0x10028d6 braille_dots_23578
0x10028d7 braille_dots_123578
0x10028d8 braille_dots_4578
0x10028d9 braille_dots_14578
0x10028da braille_dots_24578
0x10028db braille_dots_124578
0x10028dc braille_dots_34578
0x10028dd braille_dots_134578
0x10028de braille_dots_234578
0x10028df braille_dots_1234578
0x10028e0 braille_dots_678
0x10028e1 braille_dots_1678
0x10028e2 braille_dots_2678
0x10028e3 braille_dots_12678
0x10028e4 braille_dots_3678
0x10028e5 braille_dots_13678
0x10028e6 braille_dots_23678
0x10028e7 braille_dots_123678
0x10028e8 braille_dots_4678
0x10028e9 braille_dots_14678
0x10028ea braille_dots_24678
0x10028eb braille_dots_124678
0x10028ec braille_dots_34678
0x10028ed braille_dots_134678
0x10028ee braille_dots_234678
0x10028ef braille_dots_1234678
0x10028f0 braille_dots_5678
0x10028f1 braille_dots_15678
0x10028f2 braille_dots_25678
0x10028f3 braille_dots_125678
0x10028f4 braille_dots_35678
0x10028f5 braille_dots_135678
0x10028f6 braille_dots_235678
0x10028f7 braille_dots_1235678
0x10028f8 braille_dots_45678
0x10028f9 braille_dots_145678
0x10028fa braille_dots_245678
0x10028fb braille_dots_1245678
0x10028fc braille_dots_345678
0x10028fd braille_dots_1345678
0x10028fe braille_dots_2345678
0x10028ff braille_dots_12345678
0x1008fe01 Switch_VT_1
0x1008fe02 Switch_VT_2
0x1008fe03 Switch_VT_3
0x1008fe04 Switch_VT_4
0x1008fe05 Switch_VT_5
0x1008fe06 Switch_VT_6
0x1008fe07 Switch_VT_7
0x1008fe08 Switch_VT_8
0x1008fe09 Switch_VT_9
0x1008fe0a Switch_VT_10
0x1008fe0b Switch_VT_11
0x1008fe0c Switch_VT_12
0x1008fe20 Ungrab
0x1008fe21 ClearGrab
0x1008fe22 Next_VMode
0x1008fe23 Prev_VMode
0x1008fe24 LogWindowTree
0x1008fe25 LogGrabInfo
0x1008ff01 ModeLock
0x1008ff02 MonBrightnessUp
0x1008ff03 MonBrightnessDown
0x1008ff04 KbdLightOnOff
0x1008ff05 KbdBrightnessUp
0x1008ff06 KbdBrightnessDown
0x1008ff10 Standby
0x1008ff11 AudioLowerVolume
0x1008ff12 AudioMute
0x1008ff13 AudioRaiseVolume
0x1008ff14 AudioPlay
0x1008ff15 AudioStop
0x1008ff16 AudioPrev
0x1008ff17 AudioNext
0x1008ff18 HomePage
0x1008ff19 Mail
0x1008ff1a Start
0x1008ff1b Search
0x1008ff1c AudioRecord
0x1008ff1d Calculator
0x1008ff1e Memo
0x1008ff1f ToDoList
0x1008ff20 Calendar
0x1008ff21 PowerDown
0x1008ff22 ContrastAdjust
0x1008ff23 RockerUp
0x1008ff24 RockerDown
0x1008ff25 RockerEnter
0x1008ff26 Back
0x1008ff27 Forward
0x1008ff28 Stop
0x1008ff29 Refresh
0x1008ff2a PowerOff
0x1008ff2b WakeUp
0x1008ff2c Eject
0x1008ff2d ScreenSaver
0x1008ff2e WWW
0x1008ff2f Sleep
0x1008ff30 Favorites
0x1008ff31 AudioPause
0x1008ff32 AudioMedia
0x1008ff33 MyComputer
0x1008ff34 VendorHome
0x1008ff35 LightBulb
0x1008ff36 Shop
0x1008ff37 History
0x1008ff38 OpenURL
0x1008ff39 AddFavorite
0x1008ff3a HotLinks
0x1008ff3b BrightnessAdjust
0x1008ff3c Finance
0x1008ff3d Community
0x1008ff3e AudioRewind
0x1008ff3f BackForward
0x1008ff40 Launch0
0x1008ff41 Launch1
0x1008ff42 Launch2
0x1008ff43 Launch3
0x1008ff44 Launch4
0x1008ff45 Launch5
0x1008ff46 Launch6
0x1008ff47 Launch7
0x1008ff48 Launch8
0x1008ff49 Launch9
0x1008ff4a LaunchA
0x1008ff4b LaunchB
0x1008ff4c LaunchC
0x1008ff4d LaunchD
0x1008ff4e LaunchE
0x1008ff4f LaunchF
0x1008ff50 ApplicationLeft
0x1008ff51 ApplicationRight
0x1008ff52 Book
0x1008ff53 CD
0x1008ff55 WindowClear
0x1008ff56 Close
0x1008ff57 Copy
0x1008ff58 Cut
0x1008ff59 Display
0x1008ff5a DOS
0x1008ff5b Documents
0x1008ff5c Excel
0x1008ff5d Explorer
0x1008ff5e Game
0x1008ff5f Go
0x1008ff60 iTouch
0x1008ff61 LogOff
0x1008ff62 Market
0x1008ff63 Meeting
0x1008ff65 MenuKB
0x1008ff66 MenuPB
0x1008ff67 MySites
0x1008ff68 New
0x1008ff69 News
0x1008ff6a OfficeHome
0x1008ff6b Open
0x1008ff6c Option
0x1008ff6d Paste
0x1008ff6e Phone
0x1008ff72 Reply
0x1008ff73 Reload
0x1008ff74 RotateWindows
0x1008ff75 RotationPB
0x1008ff76 RotationKB
0x1008ff77 Save
0x1008ff78 ScrollUp
0x1008ff79 ScrollDown
0x1008ff7a ScrollClick
0x1008ff7b Send
0x1008ff7c Spell
0x1008ff7d SplitScreen
0x1008ff7e Support
0x1008ff7f TaskPane
0x1008ff80 Terminal
0x1008ff81 Tools
0x1008ff82 Travel
0x1008ff84 UserPB
0x1008ff85 User1KB
0x1008ff86 User2KB
0x1008ff87 Video
0x1008ff88 WheelButton
0x1008ff89 Word
0x1008ff8a Xfer
0x1008ff8b ZoomIn
0x1008ff8c ZoomOut
0x1008ff8d Away
0x1008ff8e Messenger
0x1008ff8f WebCam
0x1008ff90 MailForward
0x1008ff91 Pictures
0x1008ff92 Music
0x1008ff93 Battery
0x1008ff94 Bluetooth
0x1008ff95 WLAN
0x1008ff96 UWB
0x1008ff97 AudioForward
0x1008ff98 AudioRepeat
0x1008ff99 AudioRandomPlay
0x1008ff9a Subtitle
0x1008ff9b AudioCycleTrack
0x1008ff9c CycleAngle
0x1008ff9d FrameBack
0x1008ff9e FrameForward
0x1008ff9f Time
0x1008ffa0 SelectButton
0x1008ffa1 View
0x1008ffa2 TopMenu
0x1008ffa3 Red
0x1008ffa4 Green
0x1008ffa5 Yellow
0x1008ffa6 Blue
0x1008ffa7 Suspend
0x1008ffa8 Hibernate
0x1008ffa9 TouchpadToggle
0x1008ffb0 TouchpadOn
0x1008ffb1 TouchpadOff
0x1008ffb2 AudioMicMute
0xffffff VoidSymbol
